id	cargahorariapratica	cargahorariateorica	ementa	nome	curso_id	bibliografiabasica	bibliografiacomplementar	objetivogeral
29	16	48	Estudo das funções, tipos e estruturas de Sistemas Operacionais; Gerenciamento de processos e threads; Comunicação e Sincronização entre Processos; Programacao Concorrente; Gerenciamento de memória. Estudo de caso dos conceitos abordados.	SISTEMAS OPERACIONAIS I	1	TANNENBAUM, Andrew S., Sistemas Operacionais Modernos, 2nd Edition, Prentice-Hall, 2003	SHAY, W., Sistemas Operacionais, Makron Books, 1996 - DAVIS, W. Sistemas Operacionais,: uma visão sistemática, Campus, 1991	A DEFINIR
30	16	48	Gerenciamento de dispositivos; Sistemas de Arquivos; Segurança em Sistemas Operacionais; Sistemas operacionais distribuídos; Estudo de caso dos conceitos abordados.	SISTEMAS OPERACIONAIS II	1	TANNENBAUM, Andrew S., Sistemas Operacionais Modernos, 2nd Edition, Prentice-Hall, 2003 - COULOURIS, Georges, Sistemas Distribuidos conceitos e Projetos, Bookman, 3a Edition, 2007 - SILBERSCHATZ, Avi & GALVIN, Peter. Sistemas Operacionais Conceitos. Prentice-Hall. 2005 - KIFER, Michael & SMOLKA, Scott: OSP: An environment for Operating Systems Projects, Addison-Wesley, 1991. - TANENBAUM, Andrew S., Distributed Operating Systems. Prentice-Hall International Editions, 1995	STALLINGS, William. Operating Systems. Prentice-Hall. 1995 - TANEMBAUM, Andrew S. & WOODHULL, Albert. Operating Systems Design and Implementation. Prentice-Hall 1997. - VAHALIA, Uresh, Unix Internals, Prentice Hall 1996.	A DEFINIR
31	0	64	Noções de computabilidade efetiva. Modelos de computação. Problemas indecidíveis. Classes P, NP, NP-Completa e NP-Difícil. Algoritmos de Aproximação.	TEORIA DA COMPUTAÇÃO	1			A DEFINIR
32	0	64	Noções básicas de grafos. Representação de grafos. Distâncias. Coloração. Matching. Conjuntos independentes de vértices. Planaridade. Problemas do caminho mínimo. Problemas Eulerianos e Hamiltonianos. Fluxo em redes.	TEORIA DOS GRAFOS	1	SZWARCFITER, J. L., Grafos e Algoritmos Computacionais, Editora Campus,1984.	YELENN, J, Gross, J. Graph Theory and Its Applications. CRC Press, 1998 - WEST, D. Introduction to Graph Theory, Prentice Hall, 2000 - GIBBONS, Alan - Algorithmic Graph Theory,Cambridge University Press, 1994.	A DEFINIR
33	0	64	Tópico variável em computação segundo tendências atuais na área.	TÓPICOS I	1	--	--	A DEFINIR
34	0	64	Tópico variável em computação segundo tendências atuais na área.	TÓPICOS II	1	--	--	A DEFINIR
35	32	32	Conceitos básicos. Representações de grafos. Grafos dirigidos. Pesquisa em grafos. Árvores geradoras mínimas. Caminhos mínimos.	ALGORITMOS EM GRAFOS	2	Bundle of Algorithms in Java, Parts 1-5: Fundamentals, Data Structures, Sorting, Searching, and Graph Algorithms, Robert Sedgewick, Addison-Wesley, 3rd edition, 2003	Dictionary of Algorithms and Data Structures. URL: http://www.nist.gov/dads/.	O estudante deve ser capaz de selecionar, implementar e fazer uso das estruturas de dados e algoritmos abordados.
36	32	32	Princípios de análise de algoritmos. Estruturas de dados elementares. Tipos abstratos de dados. Recursão e árvores.	ALGORITMOS: FUNDAMENTOS E ESTRUTURAS DE DADOS	2	Bundle of Algorithms in Java, Parts 1-5: Fundamentals, Data Structures, Sorting, Searching, and Graph Algorithms, Robert Sedgewick, Addison-Wesley, 3rd edition, 2003	Dictionary of Algorithms and Data Structures. URL: http://www.nist.gov/dads/.	O estudante deve ser capaz de selecionar, implementar e fazer uso das estruturas de dados abordadas.
37	32	32	Métodos elementares e avançados de ordenação. Métodos elementares de pesquisa. Árvores de pesquisa. Hashing. Pesquisa externa.	ALGORITMOS: ORDENAÇÃO E BUSCA	2	Bundle of Algorithms in Java, Parts 1-5: Fundamentals, Data Structures, Sorting, Searching, and Graph Algorithms, Robert Sedgewick, Addison-Wesley, 3rd edition, 2003; Introdução à Estruturas de Dados, Waldemar Celes e José Lucas Rangel, Ed. Campus, 2004; Projeto de Algorithmos, Nivio Ziviane, Ed. Cengage, 2010.	Algorithmos e Estruturas de Dados, Nicklaus Wirth, Ed. LTC, 1989; Estruturas de Dados com Algorithmos em C, Marcos Laureano, Ed. Brasport, 2000; Dictionary of Algorithms and Data Structures. URL: 	O estudante deve ser capaz de selecionar, implementar e fazer uso das estruturas de dados abordadas.
38	0	64	Visão geral dos computadores modernos. Evolução da arquitetura dos computadores. Sistemas de numeração e aritmética binária. Memória e representação da dados e instruções. Processador, ciclo de instrução, formatos, endereçamento, e programação em linguagem de montagem. Dispositivos de entrada e saída. Sistemas de interconexão (barramentos). Interfaceamento e técnicas de entrada e saída. Hierarquia de memória. Paralelismo ao nível de instrução. Arquiteturas paralelas.	ARQUITETURA DE COMPUTADORES	2	Computer Organization and Design: The Hardware/Software Interface, David A. Patterson and John L. - Hennessy, Morgan Kaufmann, 3rd edition, 2007	Arquitetura de Computadores Pessoais, Raul Fernando Weber, Sagra Luzzatto, 2a. edição, 2001.	Fornecer uma visão geral da organização de computadores.
39	32	32	Definição de arquitetura de software. Importância e impacto em um software. Estilos arquiteturais (pipe-and-filter, camadas, transações, publish-subscribe, baseado em eventos, cliente-servidor, MVC e outros). Relação custo/benefício entre atributos e opções arquiteturais. Questões de hardware em projeto de software. Rastreabilidade de requisitos e arquitetura de software. Arquiteturas específicas de um domínio e linhas de produto. Notações arquiteturais (visões, representações, diagramas de componentes e outros). Reutilização.	ARQUITETURA DE SOFTWARE	2	sential Software Architecture, Ian Gordon, Springer, 2006 (; Systems Architecture: Working With Stakeholders Using Viewpoints and Perspectives, Nick Rozanski and Eóin Woods, 2nd edition, Addison-Wesley, 2011 (). - Lea; eure: for Agile Software Development, James O. Coplien et al., Wiley, 2010 .	A Software Architecture Primer, John Reekie and Rohan McAdam, Angophora Press, 2006 ().  - Software Architecture in Practice, Len Bass et al., Addison-Wesley, 2003 (). - Patterns of Enterprise Application Architecture, Martin Fowler, Addison-Wesley, 2002 (). - Design and Use of Software Architecture: Adopting and Evolving a Product-Line Approach, Jan Bosch, Addison-Wesley, 2000; Architecting Enterprise Solutions: Patterns for High-Capability Internet-based Systems, Paul Dyson and Andrew Longshaw, Wiley, 2004; Pattern-Oriented Software Architecture Volume 1: A System of Patterns, Frank Buschmann et al., Wiley, 1996; Pattern-Oriented Software Architecture Volume 5: On Patterns and Pattern Languages, Frank Buschmann et al., Wiley, 2007; Handbook of Software Architecture, Grady Booch, (disponível na web); SOA in Practice: The Art of Distributed System Design, Nicolai M. Josuttis, O’Reilly, 2007; 	Desenvolver clara percepção de arquitetura de software, sua importância e implicações no sucesso ou não de um empreendimento de software. O estudante ainda deve adquirir habilidade para identificar modelos arquiteturais apropriados para problemas e habilidade para definir uma arquitetura de software para um dado cenário.
40	32	32	Conceitos básicos. Componentes de sistemas de bancos de dados (database systems). Modelagem conceitual (ER e EER). Modelo relacional. Prática de modelagem de dados. Noções de álgebra e cálculo relacional. Mapeamento de esquema conceitual para esquema relacional. Linguagem SQL (extensiva apresentação e prática). Restrições de integridade. Dependências funcionais e formas normais. Transações. Visão geral de mineração de dados e Data Warehousing.	BANCO DE DADOS	2	Beginning Database Design: From Novice to Professional, Clare Churcher, Apress, 2007	Fundamentals of Database Systems, Ramez Elmasri e Shamant B Navathe, Addison-Wesley, 5th - edition, 2007. - Database Systems: An Application-Oriented Approach, Introductory Version, Michael Kifer et al., - Addison-Wesley, 2nd edition, 2004. - Head First SQL: Your Brain on SQL - A Leaner’s Guide, Lynn Beighley, O’Reilly, 2007.	O estudante deverá ser capaz de modelar e implementar bases de dados a partir de uma especificação de requisitos. A implementação inclui a criação de bases de dados e a execução de consultas SQL em um SGBD real. Adicionalmente, o estudante deverá adquirir uma visão sólida de atomicidade, consistência, isolamento e durabilidade (conhecidas por ACID) para uma transação.
41	48	16	Fundamentos de construção de software (minimizar complexidade, antecipar mudanças, construção para a verificação e padrões em construção de software). Gerência de construção (modelos de processos de construção, planejamento de construção, medidas de construção). Projeto detalhado e construção de software. Linguagens empregadas na construção de software. Codificação. Testes de unidade e de integração. Reutilização de software. Qualidade de código. Integração.	CONSTRUÇÃO DE SOFTWARE	2	Code Complete: Um guia prático para a construção de software, Steve McConnell, Microsoft Press, 2nd Edition, 2004	Head First Software Development, Dan Pilone and Russ Miles, O’Reilly, 2008 - IEEE, Guide to the Software Engineering Body of Knowledge, 2004 Version	Dominar “boas” práticas de construção de software.
42	16	48	Liveness. Safety. Semáforos. Locks. Threads. Deadlocks. Implementações de algoritmos concorrentes.	DESENVOLVIMENTO DE SOFTWARE CONCORRENTE	2	Concurrent Programming in Java: Design Principles and Patterns, Douglas Lea, Addison-Wesley, 3rd edition, 2006; Pattern-Oriented Software Architecture Volume 2: Patterns for Concurrent and Networked Objects, Douglas Schmidt et al., Wiley, 2000; Pattern-Oriented Software Architecture Volume 3: Patterns for Resource Management, Michael Kircher, Wiley, 2004; 	Java Concurrency in Practice, Brian Goetz et al., Addison-Wesley, 2006 	Expor o estudante a conceitos, desafios e ferramentas disponíveis para o desenvolvimento de software concorrente e à prática de tal atividade. 
43	48	16	Noções de hardware de dispositivos móveis (celulares, PDAs e sensores). Ambientes, tecnologias e ferramentas para desenvolvimento de software para dispositivos móveis. Prática de desenvolvimento de uma aplicação para dispositivos móveis.	DESENVOLVIMENTO DE SOFTWARE PARA DISPOSITIVOS MÓVEIS	2	Mobile Phone Programming and its Application to Wireless Networking, Frank H. P. Fitzek e Frank Reichert, Springer, 2007 (; g J2ME: From Novice to Professional, Sing Li and Jonathan Knudsen, APress, 3rd edition, 2005 (). Kic; ith MIDP and MSA: Creating Great Mobile Applications, Jonathan Knudsen, Prentice-Hall, 200.	crosoft® Mobile Development Handbook, Andy Wigley et al., Microsoft Press, 2007 	Ambientar o estudante com recursos, restrições, ambientes, ferramentas e tecnologias pertinentes a dispositivos móveis, bem como o desenvolvimento de software para tais dispositivos.
44	16	48	Tecnologias, técnicas, ferramentas e abordagens para o desenvolvimento de aplicações web.	DESENVOLVIMENTO DE SOFTWARE PARA WEB	2	b Application Architecture: Principles, Protocols and Practice, Leon Shklar e Richard Rosen, Wiley, 2003 (;ng Web Programming with HTML, XHTML, and CSS, Jon Duckett, Wrox, 2nd edition, 2008 (). - Pro;Apache Tomcat 6, Viveck Chopra et al., Wrox, 2007.	ring in Action, Craig Walls and Ryan Breidenbach, Manning, 2007 (;g Spring 2 Enterprise Applications, Interface21 et al., Apress, 2007 (). - Mur; Servlets and JSP, Joel Murcah, Mike Murach & Associates, 2008 (). - Beginning; nd Tomcat Web Development: From Novice to Professional, Giulio Zambon and Michael Sekler, Apress, 2007 .	Exercitar o conhecimento da Engenharia de Software em aplicação que faz uso da web e, em consequência, exige o domínio de tecnologias pertinentes.
45	16	48	Definição de persistência. Persistência empregando arquivos binários, documentos XML, objetos serializáveis, SGBDs. Tecnologias para persistência de informações. Persistência de objetos usando base relacional.	DESENVOLVIMENTO DE SOFTWARE PARA PERSISTÊNCIA	2	Persistence in the Enterprise: A Guide to Persistence Technologies, Geoffrey Hambrick et al., IBM Press, 2008 (; g EJB 3 Application Development: From Novice to Professional, Raghu R. Kodali et al., Apress, 2006 (). - Pro; Persistence API, Mike Keith and Merrick Schincariol, Apress, 2006 	Spring Persistence - A Running Start, Paul Fisher e Solomon Duskis, APress, 2009	Solidificar conceitos e habilidade de programação envolvendo persistência de informações.
46	64	0	Definição de sistema, software e Engenharia de Software. Contexto social e de negócio da Engenharia de Software. Áreas do conhecimento da Engenharia de Software (requisitos, projeto de software e demais). Métodos de desenvolvimento de software. Ferramentas.	ENGENHARIA DE SOFTWARE	2	Software Engineering: The Development Process, Richard H. Thayer and Mark J. Christensen, Wiley-IEEE Computer Society Press, 3rd edition, 2005 (; nia de Software, Ian Sommerville, 9a. edição, Pearson, 2011.  - Softw; rngineering: A Practitioner’s Approach, Roger S. Pressman, 7th international edition, McGraw-Hill, 2009	IEEE Computer Society Real-World Software problems: A Self-Study Guide for Today’s Software Professional, Wiley-IEEE Computer Society Press, 2006 (; the Software Engineering Body of Knowledge, IEEE Computer Society, 2004 (). - Eng; dSoftware- Teoria e Prática, James F. Peters and Witold Pedrycz, Ed. Campus, 2001.	Adquirir uma visão consistente e em profundidade da Engenharia de Software, o que inclui a compreensão das várias áreas do conhecimento pertinentes e as relações entre elas.
47	64	0	Noções de ética. Código de ética para engenheiros de software. Visão geral de normas e padrões internacionais, leis e resoluções locais pertinentes à Engenharia de Software. Nomenclatura empregada pela área conforme a norma IEEE Std 12207-2008. Resolução de conflitos. Como se preparar para e se portar em reuniões. Aspectos higiênicos. Aspectos de apresentação pertinentes a trajes. Aspectos de conduta. Atitudes empreendedoras. Instrumentos do empreendedor (plano de negócios e outros). Técnicas de identificação de oportunidades e procedimentos para abertura de um negócio.	ÉTICA, NORMAS E POSTURA PROFISSIONAL	2	Software Engineering Code of Ethics and Professional Practice, Version 5.2. Disponível em ABNT NBR ISO/IEC 12207:2009; O Segredo de Luísa, Fernando Dolabela, Cultura Editora Associados, 2002.	Padrões internacionais pertinentes à Engenharia de Software ().  - Tecnologia da Informação — Legislação Brasileira, Ministério da Ciência e Tecnologia, Secretaria de Política de Informática, 6a. Edição, 2008.	Elucidar ética, a importância para a sociedade e auxiliar o estudante a desenvolver um nível de consciência da sua própria postura. Este autoconhecimento deve ser suficiente para ativar agentes motivadores de mudanças. A disciplina deve estimular a habilidade empreendedora e fornecer noções de desafios de um negócio. Adicionalmente, a disciplina deve apresentar normas relevantes para o engenheiro de software com o propósito de esclarecer a função e o contexto onde podem ser empregadas (a aplicação será assunto de outras disciplinas no curso). Estabelecer a nomenclatura empregada pela área, conforme a norma internacional IEEE Std 12207-2008 é um dos principais objetivos da disciplina. À semelhança das normas, espera-se que o estudante adquira um nível de consciência acerca do que elas tratam.
48	32	32	Conceituação e esclarecimento acerca de experimento controlado, estudos de caso e surveys. Processo de desenvolvimento de um projeto de pesquisa (inclui atividades, formulação de questões, construção de teoria e análise qualitativa/quantitativa de dados). Investigação de experimentos científicos em Engenharia de Software. Prática acompanhada de pequeno experimento em Engenharia de Software.	EXPERIMENTAÇÃO EM ENGENHARIA DE SOFTWARE	2	Basics of Software Engineering Experimentation, Natalia Juristo e Ana M. Moreno, Springer, 2001	Experimentation in Software Engineering: An Introduction, Claes Wohlin et al., Kluwer Academic Publishers, 2000	Desenvolver a noção de experimento em Engenharia de Software e adquirir percepção de como pesquisas são conduzidas na área. Ambientar o estudante com as ferramentas necessárias (inclui processos e estatística) para o planejamento, condução e apresentação de relatórios de investigações empíricas em Engenharia de Software.
49	32	32	Conceitos e terminologia. Processos de gerência de configuração. Identificação de itens de configuração. Atributos a serem registrados para cada item de configuração. Armazenamento. Controle de mudanças. Relatórios de status. Controle de versões e linhas base ou de referência (baselines). Gerência de configuração segundo o MPS.BR. Papéis em gerência de configuração. Normas (IEEE 828). Princípios de gerência de configuração e relação com atividades de desenvolvimento de software. Gerência de configuração segundo desenvolvimento ágil, técnica de builds frequentes e desenvolvimento iterativo. Gerência de configuração para diferentes tipos de produtos (compostos, multiplataforma, múltiplas variantes, críticos, pequenos, médios e grandes). Gerência de configuração para desenvolvimento de software distribuído geograficamente, múltiplos interessados e desenvolvimento paralelo. Melhoria de gerência de configuração. Considerações práticas acerca de gerência de configuração de software. Ferramentas.	GERÊNCIA DE CONFIGURAÇÃO DE SOFTWARE	2	Configuration Management Principles and Practice, The Agile Software Development Series, Anne Mette Jonassen Hass, Pearson Education, 2003 (; Configuration Management Patterns: Effective Teamwork, Practical Integration, Stephen P. Berczuk et al., Addison-Wesley, 2003 (). - The; er: Microsoft’s Software Configuration Management Best Practices, Vincent Maraya, Addison-Wesley, 200.	Software Configuration Management FAQ	Desenvolver habilidade na elaboração, implementação e prática de planos de gerência de configuração de software.
50	32	32	Conceitos, terminologia e contexto de gerência de projetos. Ciclo de vida de produto e projeto. Interessados (stakeholders). Organização de empresas (funcionais, matriciais e baseadas em projetos). Estratégias para seleção de projetos. Processos de gerência de projetos. Gerência de escopo. Gerência de tempo (definição de atividades, sequenciamento de atividades, estimativa de recursos, estimativa de duração, desenvolvimento de cronograma e controle de cronograma). Gerência de custos (estimativas, orçamento e controle). Gerência de qualidade. Gerência de recursos humanos. Gerência de comunicação. Gerência de riscos. Gerência de aquisições. Gerência de integração (desenvolver carta de projeto, desenvolver escopo preliminar, desenvolver plano de gerência de projeto, dirigir e gerenciar a execução de projetos, monitorar e controlar atividades de projeto, controle de mudanças e fechamento do projeto). Estabelecer relações com o MPS. - BR. Gerência de aquisições deve ser observada da perspectiva do Guia de Aquisições de Software e Serviços Correlatos (MPS.BR). 	GERÊNCIA DE PROJETO DE SOFTWARE	2	oject Management: A Systems Approach to Planning, Scheduling, and Controlling, Harold Kerzner, 10th edition, Wiley, 2009 (; t!: Your Guide to Modern, Pragmatic Project Management, Johanna Rothman, Pragmatic Bookshelf, 2007 ().  - Ag; Management with Scrum, Ken Schwaber, Microsoft Press, 2004.	Guide to the Project Management Body of Knowledge, 4th edition, 2008, ISBN 978-1933890517 (; Course: A Crash Course in Real-World Project Management, Rita Mulcahy, RMC Publications, 2006 ().  - Ag; ative Development: A Manager’s Guide, Craig Larman, Addison-Wesley, 2003 ().  - Agile Es; Planning, Mike Cohn, Prentice-Hall, 2005 (). - Agile Project M; Creating Innovative Products, Jim Highsmith, Addison-Wesley, 2009 (). - Software Estimation: ; g the Black Art, Steve McConnell, Microsoft Press, 2006 (). - The Mythical Man-Month: Ess; ware Engineering, Frederick P. Brooks, 2nd edition, Addison-Wesley, 1995	Desenvolver no estudante uma clara percepção das diferenças entre trabalhar em um projeto e gerenciar um projeto. Particularmente em relação à gerência, o estudante deve ser capaz de planejar, iniciar, planejar, executar, monitorar e concluir a gerência de pequenos projetos de software.
51	32	32	Rever, exempliﬁcar o emprego da Engenharia de Software em abrangência e profundidade. Integrar todo o conhecimento das disciplinas do curso de tal forma a permitir a compreensão, a relação entre elas, a importância, os produtos e atividades pertinentes a cada uma delas.	INTEGRAÇÃO I	2			Fornecer e elucidar uma visão coesa e integrada da Engenharia de Software de tal forma que o estudante desenvolva uma sólida percepção de como fazer uso do conhecimento desta área em toda a sua extensão.
52	16	48	Definição de integração de aplicações. Desafios de integração. Abordagens de integração (transferência de arquivos, bases de dados compartilhadas, chamada de procedimento remoto e troca de mensagens). Padrões para integração de aplicações. 	INTEGRAÇÃO DE APLICAÇÕES	2	terprise Integration Patterns: Designing, Building, and Deploying Messaging Solutions, Gregor Hohpe and Bobby Woolf, Addison-Wesley, 2003 (;g Patterns: Foundations for Enterprise, Internet and Realtime Distributed Object Middleware, Markus Voelter et al., Wiley, 2004 (). - Pat;ted Software Architecture Volume 2: Patterns for Concurrent and Networked Objects, Douglas Schmidt et al., Wiley, 200.	Pattern-Oriented Software Architecture Volume 4: Pattern Language for Distributed Computing, Frank Buschmann et al., Wiley, 2007	Fornecer uma clara noção de integração de aplicações e das abordagens sugeridas para tratar os desafios bem como habilitar o estudante a desenvolver software para integrar aplicações.
53	32	32	Princípios de projeto de interfaces homem-computador. Modos de uso e navegação. Projeto visual (cores, ícones, fontes e outros). Tempo de resposta e retro-alimentação. Elementos de interação (menus, formulários, manipulação direta e outros). Localização e internacionalização. Métodos de projeto de interação. Modelos conceituais e metáforas. Voz, linguagem natural, sons, páginas web. Dispositivos de interação. Heurísticas de avaliação de interfaces. Abordagens para testes realizados com apoio de usuários. Técnicas de testes para páginas web. Visão geral de ferramentas de desenvolvimento de interfaces homem-computador.	INTERAÇÃO HOMEM-COMPUTADOR	2	Designing Interfaces: Patterns for Effective Interaction Design, Jenifer Tidwell, O’Reilly, 2005 		Desenvolver a percepção da importância de um projeto de interação adequado e a compreensão necessária acerca de processo, projeto e avaliação de usabilidade de software.
54	32	32	O conteúdo deve ser abordado mais em abrangência do que em profundidade. É imprescindível estabelecer uma clara relação entre as várias partes da ementa e apresentar a área como um todo coeso. Não contempla atividades que exercitam o conhecimento contido na ementa (emprego prático). É desejável que o docente apresente artefatos de projetos reais que ilustrem a teoria. Por artefatos reais entenda planos (por exemplo, plano de gerência de configuração), documentos (por exemplo, definição da arquitetura de software), código e outros oriundos de desenvolvimentos reais (sempre que possível). 	INTRODUÇÃO À ENGENHARIA DE SOFTWARE	2	Engenharia de Software, Ian Sommerville, 9a. edição, Pearson, 2011; Software Engineering: A Practitioner’s Approach, Roger S. Pressman, 7th international edition, McGraw-Hill, 2009; 	Engenharia de Software, Kechi Hirama, Ed. Campus, 2011; The Algorithm Design Manual, Steven S. Skiena, 2nd edition, Spri - nger, 2008; The Art of Programming, N. Knuth, Ed. McGraw, 2002.	Despertar o interesse e adquirir visão abrangente acerca da Engenharia de Software e da Programação. 
55	32	32	Lógica de programação. Constantes. Tipos de dados primitivos. Variáveis. Atribuição. Expressões aritméticas e lógicas. Estruturas de decisão. Estruturas de controle. Estruturas de dados homogêneas e heterogêneas. Vetores (arrays) e matrizes. Funções. Recursão. Desenvolvimento de algoritmos. Transcrição de algoritmos para uma linguagem de programação. Domínio de uma linguagem de programação: sintaxe e semântica. Estilos de codificação. Ambiente de desenvolvimento. Desenvolvimento de pequenos programas.	INTRODUÇÃO À PROGRAMAÇÃO	2	Java™ Como Programar, H. M. Deitel e P. M. Deitel, 6a. edição, Pearson Prentice Hall, 2005; The Algorithm Design Manual, Steven S. Skiena, 2nd edition, Springer, 2008 ().; Introduction to Programming in Java: An Interdiciplinary Approach, Robert Sedgewick and Kevin Wayne, Addison-Wesley, 2007. 	Head First Java, Kathy Sierra and Bert Bates, O’Reilly Media, 2005;. Head First Programmin - g, Vern Ceder, O’Reilly, 2008; Dictionary of Algorithms and Data Structures. URL: 	Habilitar o estudante a definir algoritmos para pequenos problemas e implementá-los em uma linguagem de programação; Engenharia de Software- Teoria e Prática, James F. Peters and Witold Pedrycz, Ed. Campus, 2001. 
56	64	0	Estudar, investigar, analisar e discutir projetos de software existentes e “vencedores”.	LEITURA DE SOFTWARE	2	Code Reading: The Open Source Perspective, Diomidis Spinellis, Addison-Wesley, 2003		Familiarizar o estudante com o que é “bom” por meio do estudo de projetos de desenvolvimento de software (ou seja, com o correspondente código, documentação, dados, ferramentas, processos utilizados e outros elementos empregados no desenvolvimento). A ambientação deve auxiliar a reconhecer o que é “bom” e, adicionalmente, a exercitar o que possivelmente mais fará em sua vida profissional: ler código (talvez mais que escrever).
57	32	32	Visão geral de linguagens de programação e de paradigmas de programação. Tradução de linguagens. Máquinas virtuais. Tipos. Estruturas de decisão e controle. Funções. Programação orientada a objetos.	LINGUAGENS DE PROGRAMAÇÃO	2	Concepts of Programming Languages, Robert W. Sebesta, Addison-Wesley, 9th edition, 2009 (;n oncetps in Programming Languages, Franklyn A. Turbak and David K. Gifford, MIT Press, 2008. - Essent; of Programming Languages, Daniel P. Friedman and Mitchell Wand, The MIT Press, 3rd edition, 2000.	The Definitive ANTLR Reference: Building Domain-Specific Languages, Terence Parr, Pragmatic Bookshelf, 2007.	A principal interface de um computador empregada por quem desenvolve software é a linguagem de programação. O estudante deve reconhecer a relação entre linguagem e problema (nem toda linguagem se aplica a todo e qualquer problema). O estudante deve compreender as construções de linguagens de programação, os estilos empregados e mecanismos de tradução e execução adotados por linguagens de programação de tal forma que o habilite a “aprender” novas linguagens de programação.
58	32	32	Lógica proposicional. Proposições e conectivos. Operações lógicas sobre proposições. Construção de tabelas-verdade. Tautologias, contradições e contingências. Implicação lógica. Equivalência lógica. Álgebra das proposições. Métodos para determinação da validade de fórmulas da lógica proposicional. Demonstração condicional e demonstração indireta. Lógica de predicados.	LÓGICA	2	Iniciação à Lógica Matemática, Edgard de Alencar Filho, Editora Nobel, 2002; Lógica para Ciência da Computação, João Souza, Editora Campus, 2002. Introduction to Mathematical Logic, E. Mendelson, Academic Press, 2000.	Lógica e Álgebra de Boole, Jacob Daghlian, 4a. edição, Atlas, 1995.	Desenvolver o raciocínio analítico e a habilidade de elaborar sentenças logicamente precisas.
59	32	32	Conceitos e terminologia. Categorias (tipos) de manutenção. Questões técnicas e gerenciais de manutenção. Estimativa de custo de manutenção. Métricas/medidas para manutenção. Processos e atividades de manutenção. Compreensão de programas. Reengenharia. Engenharia reversa. Norma IEEE Std 14764-2006. Refatoração. Transformação de programas.	MANUTENÇÃO DE SOFTWARE	2	rking Effectively with Legacy Code, Michael Feathers, Prentice-Hall, 2004 (); Maintenance Management: Evaluation and Continuous Improvement, Alain April e Alain Abran, Wiley, 2008 ().  - R;ng Patterns, Joshua Kerievsky, Addison-Wesley, 200.	Refactoring: Improving the Design of Existing Code, Martin Fowler et al, Addison-Wesley, 1999	Oferecer uma abrangente visão de manutenção (evolução) de software e de questões correlatas, bem como estas questões são relacionadas a outras do ciclo de vida de um software.
60	0	64	Técnicas de demonstração. Conjuntos. Combinatoria. Relações, relações de equivalência. Ordens parciais e totais. Funções. Indução matemática. Estruturas algébricas (princípios de números naturais, inteiros e racionais).	MATEMÁTICA DISCRETA	2	Fundamentos Matemáticos para a Ciência da Computação, Judith L. Gersting, 5a. edição, Editora LTC, 2004	Matemática Discreta, E. Scheinerman, Thomson Pioneira, 2003. - Discrete Mathematics and its Applications, Kenneth Rose, McGraw-Hill, 6th edition, 2006 (aqui). - Student’s Solutions Guide to accompany Discrete Mathematics and Its Applications, Kenneth H. - Rosen, McGraw-Hill, 6th edition, 2006	A DEFINIR
61	64	0	Técnicas de demonstração. Conjuntos. Combinatória. Relações, relações de equivalência. Ordens parciais e totais. Funções. Indução matemática. Estruturas algébricas (princípios de números naturais, inteiros e racionais).	MATEMÁTICA DISCRETA	2	Fundamentos Matemáticos para a Ciência da Computação, Judith L. Gersting, 5a. edição, Editora LTC, 2004; Matemática Discreta, E. Scheinerman, Thomson Pioneira, 2003; Discrete Mathematics and its Applications, Kenneth Rose, McGraw-Hill, 6th edition, 2006.	Student’s Solutions Guide to accompany Discrete Mathematics and Its Applications, Kenneth H. Rosen, McGraw-Hill, 6th edition, 2006	Desenvolvimento do raciocínio abstrato e domínio de técnicas úteis à modelagem e construção de programas.
62	48	16	Paradigma orientado a objetos (abstração, encapsulamento, classes, métodos, objetos, herança, polimorfismo, delegação e outros). Modelagem orientada a objetos usando UML. Noções de princípios de projeto orientado a objetos. Implementação de modelos. Método de desenvolvimento de software orientado a objetos. Visão detalhada de método ágil de desenvolvimento de software. Desenvolvimento de pequenas aplicações modeladas e implementadas de forma orientada a objetos seguindo um método ágil e o emprego de orientação a objetos.	MÉTODO DE DESENVOLVIMENTO DE SOFTWARE	2	Head First Software Development, Dan Pilone and Russ Miles, O’Reilly, 2008	Head First Object-Oriented Analysis & Design, Brett D. McLaughlin et al., O’Reilly, 2006. - Object-Oriented Analysis and Design with Applications, Grady Booch et al., 3rd edition, Addison-Wesley, 2007. - OOP Demystified, James Keogh and Mario Giannini, McGraw-Hill, 2004. - Object Thinking, David West, Microsoft Press, 2004. - Object-Oriented Thought Process, Matt Weisfeld, Sams, 2nd edition, 2003. - UML Distilled: A Brief Guide to the Standard Object Modeling Language, Martin Fowler, 3rd edition, Addison-Wesley, 2003. - UML Demystified, Paul Kimmel, McGraw-Hill, 2005.	Fornecer visão horizontal e ampla de processos técnicos de desenvolvimento de software orientado a objetos de forma prática, com ênfase na construção de software. Esta visão deve ser suficiente para servir de base para disciplinas posteriores acerca de atividades de desenvolvimento de software.
